sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,,sequence.isolate,,,
LC018523,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"V, Albay",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R5.PHL/2013/TRa-364,,,
LC018524,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"V, Albay",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R5.PHL/2013/TRa-365,,,
LC018525,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"CAR, Kalinga Apayao",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/CAR.PHL/2013/TRa-370,,,
LC018526,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Pangasinan",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2012/TRa-375,,,
LC018527,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Pangasinan",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2012/TRa-376,,,
LC018528,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Pangasinan",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2012/TRa-377,,,
LC018529,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Pangasinan",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2012/TRa-378,,,
LC018530,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Pangasinan",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2012/TRa-379,,,
LC018531,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Pangasinan",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2012/TRa-381,,,
LC018532,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, La Union",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2012/TRa-382,,,
LC018533,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Pangasinan",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2012/TRa-383,,,
LC018534,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Pangasinan",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2012/TRa-384,,,
LC018535,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2011,2011,2011,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2011/TRa-392,,,
LC018536,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-A, Laguna",2011,2011,2011,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4A.PHL/2011/TRa-393,,,
LC018537,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2011,2011,2011,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2011/TRa-394,,,
LC018538,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2011,2011,2011,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2011/TRa-396,,,
LC018539,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2012/TRa-397,,,
LC018540,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-A, Quezon",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4A.PHL/2012/TRa-398,,,
LC018541,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2012/TRa-400,,,
LC018542,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-A, Batangas",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4A.PHL/2012/TRa-401,,,
LC018543,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2012/TRa-402,,,
LC018544,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-A, Batangas",2012,2012,2012,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4A.PHL/2012/TRa-404,,,
LC018545,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"CAR, Ifugao",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/CAR.PHL/2013/TRa-405,,,
LC018546,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Ilocos Sur",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2013/TRa-406,,,
LC018547,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"CAR, Ifugao",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/CAR.PHL/2013/TRa-407,,,
LC018548,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"CAR, Benguet",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/CAR.PHL/2013/TRa-409,,,
LC018549,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"V, Albay",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R5.PHL/2013/TRa-421,,,
LC018550,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"V, Albay",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R5.PHL/2013/TRa-422,,,
LC018551,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"V, Camarines Sur",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R5.PHL/2013/TRa-425,,,
LC018552,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"V, Camarines Sur",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R5.PHL/2013/TRa-426,,,
LC018553,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"V, Albay",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R5.PHL/2013/TRa-427,,,
LC018554,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"V, Albay",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R5.PHL/2013/TRa-429,,,
LC018555,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"II, Cagayan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R2.PHL/2013/TRa-435,,,
LC018556,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"II, Nueva Vizcaya",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R2.PHL/2013/TRa-437,,,
LC018557,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"II, Cagayan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R2.PHL/2013/TRa-439,,,
LC018558,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-441,,,
LC018559,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-442,,,
LC018560,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-443,,,
LC018561,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-444,,,
LC018562,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-445,,,
LC018563,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Tarlac",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-446,,,
LC018564,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-447,,,
LC018565,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Nueva Ecija",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-448,,,
LC018566,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-449,,,
LC018567,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-450,,,
LC018568,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-451,,,
LC018569,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-452,,,
LC018570,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-453,,,
LC018571,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-454,,,
LC018572,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-455,,,
LC018573,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-456,,,
LC018574,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-457,,,
LC018575,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-458,,,
LC018576,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-459,,,
LC018577,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Nueva Ecija",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-460,,,
LC018578,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-461,,,
LC018579,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Nueva Ecija",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-462,,,
LC018580,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-463,,,
LC018581,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-464,,,
LC018582,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Nueva Ecija",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-465,,,
LC018583,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Nueva Ecija",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-466,,,
LC018584,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Palawan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2013/TRa-486,,,
LC018585,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Palawan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2013/TRa-487,,,
LC018586,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"CAR, Mountain Province",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/CAR.PHL/2013/TRa-500,,,
LC018587,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"II, Nueva Vizcaya",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R2.PHL/2013/TRa-503,,,
LC018588,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"II, Nueva Vizcaya",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R2.PHL/2013/TRa-504,,,
LC018589,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"II, Isabela",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R2.PHL/2013/TRa-505,,,
LC018590,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"II, Cagayan",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R2.PHL/2013/TRa-506,,,
LC018591,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"CAR, Kalinga Apayao",2013,2013,2013,1575,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R2.PHL/2013/TRa-507,,,
LC018592,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"I, Pangasinan",2010,2010,2010,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R1.PHL/2010/TRa-299,,,
LC018593,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2012/TRa-308,,,
LC018594,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2012/TRa-310,,,
LC018595,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2012/TRa-311,,,
LC018596,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-313,,,
LC018597,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2012/TRa-315,,,
LC018598,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2012/TRa-317,,,
LC018599,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2012/TRa-318,,,
LC018600,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-346,,,
LC018601,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-350,,,
LC018602,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-351,,,
LC018603,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-352,,,
LC018604,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-353,,,
LC018605,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-354,,,
LC018606,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2011,2011,2011,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2011/TRa-392,,,
LC018607,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2011,2011,2011,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2011/TRa-394,,,
LC018608,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2011,2011,2011,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2011/TRa-396,,,
LC018609,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2012/TRa-397,,,
LC018610,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2012/TRa-400,,,
LC018611,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"IV-B, Romblon",2012,2012,2012,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R4B.PHL/2012/TRa-402,,,
LC018612,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-441,,,
LC018613,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-442,,,
LC018614,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-443,,,
LC018615,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-444,,,
LC018616,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-445,,,
LC018617,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-447,,,
LC018618,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-449,,,
LC018619,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-450,,,
LC018620,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-451,,,
LC018621,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-452,,,
LC018622,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-453,,,
LC018623,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-454,,,
LC018624,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-455,,,
LC018625,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-456,,,
LC018626,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-457,,,
LC018627,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-459,,,
LC018628,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-461,,,
LC018629,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Pampanga",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-463,,,
LC018630,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"III, Bulacan",2013,2013,2013,894,22-Dec-15,22-Dec-15,Canis lupus familiaris,26656835,,RV/R3.PHL/2013/TRa-464,,,
LC068916,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region IV, Batangas",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R4A.PHL/2013/TRa-485,,,
LC068917,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-509,,,
LC068918,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Cordillera Administrative Region (CAR), Ifugao",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/CAR.PHL/2013/TRa-510,,,
LC068919,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-533,,,
LC068920,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-534,,,
LC068921,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-535,,,
LC068922,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-536,,,
LC068923,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-537,,,
LC068924,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-538,,,
LC068925,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-540,,,
LC068926,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Nueva Ecija",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-541,,,
LC068927,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-542,,,
LC068928,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-543,,,
LC068929,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Felis catus,24512808,,RV/R3.PHL/2013/TRa-544,,,
LC068930,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Pampanga",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-545,,,
LC068931,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region III, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-547,,,
LC068932,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,"Region I, Bulacan",2013,2013,2013,1575,13-Jul-18,13-Jul-18,Canis lupus familiaris,24512808,,RV/R3.PHL/2013/TRa-548,,,
